elapsed_time,residual_norm,eigen_value_relative_err,eigen_vector_relative_err,converganece_count
0.03933436632156372,5.1705853348651946e-08,1.72068666982672e-09,3.4605300347916065e-07,2077.27
0.229970805644989,3.211696745475629e-07,5.380485102601321e-09,1.5535963442478515e-06,8290.3
0.4692576956748962,6.13044720041459e-06,1.70827968074969e-08,9.45185503365943e-05,6109.28
1.2001244473457335,1.3590338232334397e-05,8.207092516549339e-08,9.35275372615375e-05,7884.28
